,Title,Release Date,Price,Rating
8253,Travel Mosaics 8: Breathtaking Seoul,8th Mar 2021,£7.19,0.0
8254,Travel Mosaics 9: Mysterious Prague,3rd May 2021,£7.19,0.0
8255,Travel Mosaics: A Paris Tour,16th Dec 2019,£4.49,3.33
8256,Travis Strikes Again: No More Heroes,18th Jan 2019,£24.99,6.56
8257,Treachery in Beatdown City,7th Jul 2021,£14.89,6.38
8258,Treadnauts,17th Aug 2018,£13.49,7.13
8259,Treasure Hunter Man 2,31st Jan 2022,£1.79,0.0
8260,Treasure Stack,1st Mar 2019,£15.79,5.69
8261,Treasure Temples,3rd Feb 2022,£5.99,6.67
8262,Treasures of the Aegean,11th Nov 2021,£16.99,3.33
8263,Treasures of the Roman Empire,28th Sep 2022,£6.29,3.33
8264,Treehouse Riddle,18th Aug 2022,£13.49,6.67
8265,Trek to Yomi,30th Jan 2023,£17.99,6.98
8266,Trenches,19th Jan 2023,£9.99,6.67
8267,Trenga Unlimited,28th May 2021,£5.39,5.85
8268,Tri6: Infinite,11th Feb 2021,£7.00,0.0
8269,Trials of Mana,24th Apr 2020,£44.99,7.99
8270,Trials Rising,26th Feb 2019,£15.99,7.59
8271,Triangle Strategy,4th Mar 2022,£49.99,8.55
8272,Triangulate,17th Nov 2022,£5.00,0.0
8273,Tribal Pass,16th Apr 2021,£4.99,0.0
8274,Tribe Explorer,5th Oct 2022,£4.49,0.0
8275,Tribes of Midgard,1st Sep 2022,£14.99,0.0
8276,Tricky Doors,30th May 2022,£0.00,0.0
8277,Tricky Spider,15th Oct 2020,£5.00,0.0
8278,Tricky Thief,15th Mar 2023,£4.49,3.33
8279,Tricky Towers,11th Oct 2018,£13.49,7.94
8280,Trifox,13th Oct 2022,£17.99,6.91
8281,Trigger Dungeon,2nd Jan 2022,£3.49,0.0
8282,Trigger Witch,29th Jul 2021,£13.49,7.53
8283,Trigonal,24th Jan 2022,£2.69,0.0
8284,Trine 2: Complete Story,18th Feb 2019,£15.29,6.67
8285,Trine 3: The Artifacts of Power,29th Jul 2019,£17.99,6.33
8286,Trine 4: The Nightmare Prince,8th Oct 2019,£29.99,8.56
8287,Trine Enchanted Edition,9th Nov 2018,£13.49,7.88
8288,Trios - lofi beats / numbers to chill to,29th Sep 2021,£6.29,3.33
8289,Trivia for Dummies,19th Jan 2022,£9.99,0.0
8290,Trivial Pursuit Live!,30th Oct 2018,£16.00,0.0
8291,Trivial Pursuit Live! 2,17th Mar 2022,£15.99,0.0
8292,Troll Patrol,20th Jan 2022,£17.99,0.0
8293,Trollhunters: Defenders of Arcadia,24th Sep 2020,£19.99,4.73
8294,Trophy,3rd Feb 2023,£8.59,7.17
8295,Tropical Resort Story,14th Dec 2022,£11.69,0.0
8296,Tropico 6,6th Nov 2020,£44.99,7.5
8297,TroubleDays,9th Jul 2020,£5.89,3.33
8298,Troupe,3rd Sep 2022,£8.99,0.0
8299,Trouserheart,4th Oct 2018,£6.29,5.7
8300,Trove,23rd Jun 2021,£0.00,0.0
8301,Trover Saves the Universe,28th Nov 2019,£22.49,6.67
8302,Truberbrook,17th Apr 2019,£24.99,6.5
8303,Truck and Logistics Simulator,25th Jun 2020,£36.99,3.33
8304,Truck Driver,16th Nov 2020,£44.99,0.0
8305,Truck Driving Simulator,23rd Oct 2020,£10.79,0.0
8306,Truck Mechanic Simulator,23rd Oct 2020,£25.19,0.0
8307,Truck Simulator 2,23rd Jul 2021,£10.79,0.0
8308,Truck Simulator 3,23rd Dec 2022,£11.69,0.0
8309,Truck Simulator USA,1st Nov 2019,£12.99,0.0
8310,True Fear: Forsaken Souls - Part 1,3rd Oct 2018,£8.99,6.67
8311,True Fear: Forsaken Souls - Part 2,19th Nov 2019,£8.99,3.33
8312,TT Isle of Man - Ride on the Edge,23rd May 2019,£44.99,4.67
8313,TT Isle of Man Ride on the Edge 2,14th May 2020,£53.99,6.63
8314,TTV2,6th Oct 2020,£0.89,0.0
8315,Tuk Tuk Extreme,2nd Feb 2023,£2.99,0.0
8316,TumbleSeed,2nd May 2017,£11.99,7.85
8317,Tumblestone,5th Oct 2017,£11.99,7.62
8318,Tumbleweed Destiny,5th Jan 2023,£2.39,0.0
8319,Tunche,2nd Mar 2021,£17.99,7.75
8320,Tunic,27th Sep 2022,£25.19,8.64
8321,Tunnel of Doom,23rd Dec 2021,£12.59,6.44
8322,Turbo Shot,13th Jan 2022,£0.00,0.0
8323,Turbo Skiddy Racing,15th May 2021,£4.99,0.0
8324,Turmoil,28th May 2020,£13.49,7.29
8325,Turn Tack,28th Apr 2022,£11.09,0.0
8326,Turnip Boy Commits Tax Evasion,22nd Apr 2021,£13.49,7.13
8327,Turok,18th Mar 2019,£15.79,7.4
8328,Turok 2: Seeds of Evil,9th Aug 2019,£15.79,6.0
8329,Turret Lab,22nd Oct 2022,£3.59,0.0
8330,Turrican Anthology Vol. I,29th Jul 2022,£29.99,6.67
8331,Turrican Anthology Vol. II,29th Jul 2022,£29.99,6.67
8332,Turrican Flashback,29th Jan 2021,£24.99,7.33
8333,TurtlePop: Journey to Freedom,9th Mar 2018,£7.99,6.41
8334,Tux and Fanny,9th Sep 2021,£8.00,7.38
8335,Twelve Minutes,21st Dec 2021,£19.99,6.67
8336,Twice Reborn: A Vampire Visual Novel,22nd Feb 2023,£13.49,3.33
8337,Twin Blades of the Three Kingdoms,26th May 2022,£11.99,0.0
8338,Twin Breaker: A Sacred Symbols Adventure,23rd Sep 2020,£8.99,0.0
8339,Twin Robots: Ultimate Edition,23rd Feb 2018,£7.99,6.69
8340,Twist & Match,14th Mar 2019,£2.69,0.0
8341,Twister Road,1st Nov 2019,£4.49,0.0
8342,Two Hundred Ways,11th Mar 2022,£10.79,0.0
8343,Two Parsecs From Earth,16th Oct 2020,£7.99,4.76
8344,Two Point Campus,16th Aug 2022,£34.99,8.52
8345,Two Point Hospital,25th Feb 2020,£34.99,8.33
8346,TY the Tasmanian Tiger 2: Bush Rescue HD,31st Mar 2021,£23.99,7.7
8347,TY the Tasmanian Tiger HD,3rd Apr 2020,£23.99,7.26
8348,Tyd wag vir Niemand,20th Sep 2019,£7.99,3.33
8349,Type:Rider,25th Apr 2019,£8.99,6.7
8350,Typoman,22nd Feb 2018,£9.99,6.75
8351,Tyr: Chains of Valhalla,9th Jun 2019,£8.99,0.0
8352,Tyrant's Blessing,22nd Feb 2023,£17.99,3.33
8353,Ubermosh: Omega,21st Feb 2020,£4.49,4.84
8354,Ubermosh: Santicide,6th Oct 2020,£0.89,3.33
8355,UBERMOSH:BLACK,30th Jun 2020,£1.79,6.67
8356,Ubongo,7th Apr 2020,£11.99,0.0
8357,Uchu Shinshuchu,18th Mar 2021,£5.59,0.0
8358,UFS League,30th Jun 2022,£8.99,0.0
8359,Ultimate 4x4 Offroad Parking Trucks,27th Mar 2023,£4.99,0.0
8360,Ultimate 4x4 Offroad Trucks,4th Aug 2022,£22.99,0.0
8361,Ultimate ADOM: Caverns of Chaos,17th Nov 2022,£17.99,0.0
8362,Ultimate Anime Jigsaw Puzzle,30th Mar 2023,£4.49,0.0
8363,Ultimate Bumper Cars: Dodgems,20th Aug 2021,£8.99,0.0
8364,Ultimate Chicken Horse,25th Sep 2018,£11.99,7.64
8365,Ultimate Custom Night,4th May 2021,£6.29,0.0
8366,Ultimate Fishing Simulator,27th Aug 2020,£17.99,3.33
8367,Ultimate Racing 2D,6th Jan 2020,£8.99,5.63
8368,Ultimate Runner,6th Dec 2018,£17.99,0.0
8369,Ultimate Ski Jumping 2020,19th Mar 2020,£8.99,3.33
8370,Ultionus: A Tale of Petty Revenge,31st Mar 2022,£6.99,0.0
8371,Ultra Age,9th Sep 2021,£26.99,6.93
8372,Ultra Foodmess,6th Aug 2020,£3.59,6.5
8373,Ultra Hat Dimension,17th Jul 2020,£4.99,6.67
8374,Ultra Hyperball,28th Jul 2017,£8.99,6.08
8375,Ultra Mega Xtra Party Challenge,7th Oct 2022,£19.99,5.63
8376,Ultra Off-Road 2019: Alaska,25th Oct 2019,£16.19,3.07
8377,Ultra Space Battle Brawl,5th Jul 2018,£11.99,7.87
8378,Ultra Street Fighter II: The Final Challengers,26th May 2017,£34.99,6.85
8379,Ultracore,23rd Jun 2020,£17.99,6.5
8380,UltraGoodness 2,12th Feb 2021,£4.99,6.67
8381,Ultrawings,28th Mar 2019,£14.99,6.08
8382,Ultreïa,25th Mar 2022,£11.99,7.83
8383,Umihara Kawase BaZooKa!,29th Sep 2020,£26.99,5.79
8384,Umihara Kawase Fresh!,18th Jul 2019,£34.99,3.33
8385,Umurangi Generation Special Edition,5th Jun 2021,£18.89,8.07
8386,Unavowed,7th Jul 2021,£13.49,8.63
8387,Unblock Brick,18th Mar 2021,£8.48,0.0
8388,Unblock the Brick,26th Jan 2023,£8.99,0.0
8389,Unbound: Worlds Apart,28th Jul 2021,£17.99,8.23
8390,Unbox: Newbies Adventure,10th Oct 2017,£24.99,5.98
8391,Uncanny Valley,25th Dec 2018,£8.99,6.17
8392,Uncharted Tides: Port Royal,20th Feb 2020,£13.49,0.0
8393,Undead & Beyond,30th May 2020,£9.89,3.33
8394,Undead Battle Royale,20th May 2021,£6.80,3.33
8395,Undead Darlings ~no cure for love~,30th Sep 2020,£26.99,7.56
8396,Undead Horde,15th May 2019,£14.99,6.77
8397,Undead's Building,28th Mar 2019,£4.49,3.33
8398,Under Leaves,25th Feb 2021,£11.69,6.8
8399,Under Night In-Birth Exe:Late[cl-r],21st Feb 2020,£34.99,8.64
8400,Under the Jolly Roger,3rd Sep 2020,£17.99,5.67
8401,Under: Depths of Fear,17th Mar 2021,£9.99,0.0
8402,UnderDungeon,13th Jan 2023,£12.59,3.33
8403,UnderHero,27th Feb 2020,£15.29,8.29
8404,Underland,30th Sep 2021,£7.19,3.33
8405,Underland: The Climb,26th May 2022,£3.59,0.0
8406,UnderMine,11th Feb 2021,£15.49,8.07
8407,Undernauts: Labyrinth of Yomi,24th Feb 2022,£39.99,9.16
8408,Understand,6th Jul 2022,£8.99,3.33
8409,Undertale,18th Sep 2018,£11.99,9.0
8410,Undungeon,29th Sep 2022,£17.99,5.66
8411,Unepic,15th Dec 2017,£8.99,6.79
8412,Unexplored: Unlocked Edition,9th Aug 2018,£13.49,5.75
8413,Unforeseen Incidents,27th Jan 2022,£17.99,8.1
8414,Unhatched,13th Nov 2020,£4.49,6.97
8415,Unheard: Voices of Crime Edition,21st Mar 2023,£8.74,0.0
8416,Unholy Heights,28th Mar 2018,£4.39,3.33
8417,Uni,28th Mar 2019,£4.00,0.0
8418,Unichrome: A 1-Bit Unicorn Adventure,16th Sep 2022,£13.49,0.0
8419,Unicornicopia,3rd Jan 2019,£3.79,0.0
8420,Unit 4,15th Mar 2019,£13.49,5.51
8421,United Assault - Normandy '44,30th Aug 2022,£8.99,0.0
8422,Unitied,25th Jun 2020,£2.29,3.33
8423,Universal Flight Simulator,15th Jul 2022,£9.99,0.0
8424,Unknown Fate,5th Mar 2019,£13.49,5.98
8425,Unlock the cat,13th Jan 2022,£3.59,0.0
8426,Unlock The King,5th Mar 2020,£0.89,3.33
8427,Unlock the King 2,16th Jul 2020,£0.89,0.0
8428,Unlock The King 3,29th Sep 2020,£0.89,0.0
8429,Unmatched: Digital Edition,16th Mar 2023,£21.37,0.0
8430,UnMetal,28th Sep 2021,£17.99,8.37
8431,UNO,7th Nov 2017,£7.99,6.67
8432,Unpacking,2nd Nov 2021,£17.99,8.75
8433,Unrailed!,23rd Sep 2020,£15.99,7.57
8434,Unravel Two,22nd Mar 2019,£24.99,8.11
8435,Unreal Life,3rd Dec 2021,£8.69,3.33
8436,Unruly Heroes,23rd Jan 2019,£17.99,8.14
8437,Unsighted,30th Sep 2021,£17.99,8.62
8438,Unsouled,27th Apr 2022,£15.09,0.0
8439,Unspottable,21st Jan 2021,£9.99,6.67
8440,Unstrong Legacy,7th Feb 2022,£1.79,0.0
8441,Unstrong: Space Calamity,7th Dec 2021,£3.89,0.0
8442,Until the Last Plane,30th Nov 2022,£8.99,0.0
8443,Untitled Goose Game,20th Sep 2019,£17.99,8.46
8444,Unto The End,17th Dec 2020,£22.49,6.13
8445,Unusual Findings,12th Oct 2022,£15.99,7.43
8446,UORiS DX,30th Jan 2020,£7.00,0.0
8447,Up Cliff Drive,24th Jul 2020,£4.49,0.0
8448,Upaon: A Snake's Journey,17th Feb 2022,£2.49,3.33
8449,Uphill Rush Water Park Racing,26th Jan 2023,£8.99,3.33
8450,Urban Cards,7th Apr 2022,£13.49,0.0
8451,Urban Flow,26th Jun 2020,£13.49,7.8
8452,Urban Street Fighting,5th Feb 2021,£3.99,0.0
8453,Urban Trial Playground,25th Apr 2018,£13.49,6.65
8454,Urban Trial Tricky,24th Jun 2020,£13.99,7.08
8455,US Navy Sea Conflict,24th Jul 2021,£4.99,0.0
8456,Use Your Words,3rd Aug 2017,£11.79,7.43
8457,Utopia 9 - A Volatile Vacation,19th Jan 2019,£8.99,6.13
8458,Uurnog Uurnlimited,21st Nov 2017,£8.99,6.83
8459,Uzzuzzu My Pet,24th Mar 2023,£13.49,0.0
8460,V-Rally 4,13th Dec 2018,£44.99,5.71
8461,V.O.I.D.,28th Feb 2019,£3.59,0.0
8462,VA-11 Hall-A: Cyberpunk Bartender Action,2nd May 2019,£10.99,8.4
8463,Vaccine,6th Jul 2017,£8.99,4.72
8464,Vagante,27th Jan 2022,£11.59,6.12
8465,Valentina,8th Sep 2020,£0.89,0.0
8466,Valfaris,10th Oct 2019,£22.49,8.04
8467,Valiant Hearts: The Great War,8th Nov 2018,£16.00,7.1
8468,ValiDate: Struggling Singles in your Area,13th Oct 2022,£14.09,0.0
8469,Valis II,24th Mar 2022,£12.19,0.0
8470,Valis III,24th Mar 2022,£12.19,0.0
8471,Valis: The Fantasm Soldier,24th Mar 2022,£12.19,0.0
8472,Valis: The Fantasm Soldier Collection,10th Feb 2022,£31.79,0.0
8473,Valis: The Fantasm Soldier Collection II,23rd Feb 2023,£37.69,0.0
8474,Valkyria Chronicles,16th Oct 2018,£15.99,8.26
8475,Valkyria Chronicles 4,25th Sep 2018,£34.99,8.42
8476,Valley,7th Mar 2019,£11.29,8.0
8477,Valthirian Arc: Hero School Story,2nd Oct 2018,£11.99,6.0
8478,Vambrace: Cold Soul,29th Aug 2019,£19.99,6.79
8479,Vampire Slayer: The Resurrection,2nd Jan 2023,£6.99,0.0
8480,Vampire: The Masquerade - Coteries of New York,24th Mar 2020,£17.99,6.17
8481,Vampire: The Masquerade - Shadows of New York,10th Sep 2020,£11.69,6.67
8482,Vampire's Fall: Origins,17th Sep 2020,£8.99,6.77
8483,Vampyr,29th Oct 2019,£35.99,7.22
8484,Vanaris Tactics,2nd Mar 2023,£7.99,0.0
8485,Vandals,25th Apr 2019,£8.50,6.75
8486,Vaporum,11th Apr 2019,£19.99,7.14
8487,Vaporum: Lockdown,22nd Mar 2021,£18.99,7.63
8488,Variable Barricade,24th Feb 2022,£44.99,8.25
8489,Varion,8th Nov 2018,£4.49,6.3
8490,Various Daylife,13th Sep 2022,£24.99,6.67
8491,Vasara Collection,15th Aug 2019,£8.99,7.61
8492,Vasilis,26th Feb 2020,£4.49,3.33
8493,VasterClaws 3: Dragon slayer of the God world,30th Jun 2021,£21.50,0.0
8494,Vazial Saga XX,13th Jan 2022,£25.00,0.0
8495,Vectronom,29th May 2019,£8.99,7.5
8496,Vegas Party,21st Jun 2018,£19.79,3.33
8497,Vektor Wars,11th Jul 2019,£9.99,6.67
8498,Velocity 2X,20th Sep 2018,£14.99,8.08
8499,Velone,25th Jan 2023,£12.99,0.0
8500,Vengeful Guardian: Moonrider,12th Jan 2023,£13.99,8.18
8501,Vengeful Heart,29th Mar 2022,£8.99,0.0
8502,Venice Taxi Boats,16th Sep 2022,£11.69,0.0
8503,Venture Kid,2nd May 2019,£8.99,6.74
8504,Venture Towns,27th Dec 2018,£11.69,5.63
8505,Venus: Improbable Dream,12th Nov 2021,£8.99,3.33
8506,Vera Blanc: Full Moon,13th Nov 2020,£4.99,6.25
8507,Vera Blanc: Ghost in the Castle,29th Jan 2021,£4.99,6.73
8508,Verdict Guilty,15th Feb 2023,£8.09,0.0
8509,Vereda: Escape Room Adventure,27th Oct 2022,£6.99,0.0
8510,Verlet Swing,14th Jun 2019,£13.49,6.2
8511,Vernal Edge,14th Mar 2023,£19.79,0.0
8512,Vertical Drop Heroes HD,4th Oct 2018,£8.99,5.67
8513,Vertical Strike Endless Challenge,18th Jul 2018,£4.49,6.67
8514,Very Very Valet,25th May 2021,£13.49,7.94
8515,Vesper: Zero Light Edition,12th May 2022,£7.99,7.5
8516,Vesta,19th Jan 2018,£8.99,6.34
8517,Victor Vran,28th Aug 2018,£35.99,7.85
8518,Video Poker Collection,5th Mar 2021,£7.90,0.0
8519,Video World,26th May 2022,£2.99,0.0
8520,Vigil: The Longest Night,14th Oct 2020,£19.99,7.48
8521,Vigor,8th Jul 2020,£0.00,5.5
8522,Viki Spotter: Around The World,29th Jun 2022,£4.49,0.0
8523,Viki Spotter: Camping,15th Jun 2022,£4.49,0.0
8524,Viki Spotter: Megapolis,1st Aug 2022,£4.49,0.0
8525,Viki Spotter: Professions,25th Jul 2022,£4.49,0.0
8526,Viki Spotter: School,8th Aug 2022,£4.49,0.0
8527,Viki Spotter: Shopping,22nd Jun 2022,£4.49,0.0
8528,Viki Spotter: Space Mission,11th Aug 2022,£4.49,0.0
8529,Viki Spotter: Sports,21st Aug 2022,£4.49,0.0
8530,Viki Spotter: The Farm,4th Sep 2022,£4.49,0.0
8531,Viki Spotter: Undersea,28th Aug 2022,£4.49,0.0
8532,Viki Spotter: Zoo,31st Aug 2022,£4.49,0.0
8533,Violett,25th Oct 2017,£8.99,5.39
8534,Virtual Battle,4th Jan 2021,£5.75,0.0
8535,Virtual Families Cook Off: Chapter 1 - Let's Go Flippin'!,29th Sep 2022,£4.49,0.0
8536,Virtual Maid Streamer Ramie,17th Jan 2022,£5.28,0.0
8537,Virtual Piano,28th Apr 2022,£8.99,0.0
8538,VirtuaVerse,28th Oct 2021,£12.99,0.0
8539,Virtuous Western,3rd Sep 2021,£4.99,5.54
8540,VIRUS: The Outbreak,28th Dec 2020,£8.99,6.67
8541,Visit Once,5th Mar 2021,£1.79,0.0
8542,Vitamin Connection,20th Feb 2020,£15.14,7.59
8543,Vivid Knight,20th Jan 2022,£11.29,3.33
8544,Viviette,20th Dec 2018,£9.99,5.86
8545,Voez,3rd Mar 2017,£18.99,8.28
8546,Voice of Cards: The Beasts of Burden,13th Sep 2022,£24.99,8.4
8547,Voice of Cards: The Forsaken Maiden,17th Feb 2022,£24.99,7.98
8548,Voice of Cards: The Isle Dragon Roars,28th Oct 2021,£24.99,7.41
8549,Void Bastards,7th May 2020,£24.99,8.56
8550,Void Gore,17th Feb 2021,£4.49,6.47
8551,Void Prison,19th Jan 2023,£2.69,0.0
8552,Void Scrappers,3rd Mar 2023,£3.59,8.63
8553,Void Source,28th Dec 2020,£4.99,0.0
8554,void tRrLM(); //Void Terrarium,10th Jul 2020,£22.49,7.61
8555,void* tRrLM2(); // Void Terrarium 2,3rd Mar 2023,£35.99,7.95
8556,Volgarr the Viking,5th Oct 2017,£8.99,7.8
8557,Volley Pals,6th Apr 2023,£5.89,0.0
8558,Volleyball Challenge,16th Aug 2021,£4.49,0.0
8559,Volleyball Trainer: The Legend of Sports,3rd Nov 2022,£3.59,0.0
8560,Volta-X,12th Aug 2020,£17.99,6.67
8561,Voodoo Detective,29th Sep 2022,£11.29,8.33
8562,Vortex Attack EX,24th Oct 2019,£8.99,3.33
8563,Vosaria: Lair of the Forgotten,14th Jun 2019,£8.99,0.0
8564,Vostok Inc.,7th Dec 2017,£12.99,6.92
8565,Voxel Galaxy,28th Nov 2019,£6.07,0.0
8566,Voxel Pirates,13th Feb 2020,£5.59,0.0
8567,Voxel Shot,4th Jul 2018,£6.29,3.33
8568,Voxel Sword,10th Jan 2019,£5.50,0.0
8569,Voxelgram,27th Feb 2020,£5.79,7.42
8570,Voyage,12th Aug 2022,£11.99,6.67
8571,Vroom in the night sky,3rd Mar 2017,£7.99,2.29
8572,VSR: Void Space Racing,20th Jul 2018,£4.49,6.44
8573,VVVVVV,17th Nov 2017,£8.99,8.12
8574,Vylan,28th Oct 2022,£4.49,0.0
8575,Vzerthos: The Heir of Thunder,14th Jul 2022,£4.00,0.0
8576,W.A.R.P.,16th Feb 2023,£4.49,3.33
8577,Wacky Run,3rd Jan 2021,£1.79,0.0
8578,Waifu Discovered 2: Medieval Fantasy,14th Oct 2021,£8.99,6.67
8579,Waifu Impact,28th Apr 2022,£4.49,6.67
8580,Waifu Uncovered,16th Jul 2020,£6.29,5.43
8581,Waking Violet,29th Jun 2018,£5.99,7.4
8582,Waku Waku Sweets,22nd Nov 2018,£35.99,3.33
8583,Wall of Insanity,24th Feb 2022,£6.25,0.0
8584,Wally and the Fantastic Predators,21st Jul 2022,£13.00,3.33
8585,Wampir Dungeon,4th Sep 2022,£0.89,0.0
8586,Wand Wars,2nd Sep 2019,£16.19,0.0
8587,Wanderjahr TryAgainOrWalkAway,15th Feb 2018,£8.99,6.1
8588,Wanderlust Travel Stories,27th Feb 2020,£13.49,6.93
8589,Wandersong,27th Sep 2018,£17.99,8.58
8590,Wanna Survive,21st May 2021,£13.49,0.0
8591,War Dogs: Red's Return,29th Apr 2021,£1.79,6.67
8592,War Mines Collection,5th May 2022,£3.49,0.0
8593,War of Ships,18th Nov 2022,£2.29,0.0
8594,War of stealth - assassin,22nd Apr 2021,£7.49,3.33
8595,War Solution - Casual Math Game,8th Apr 2021,£1.79,0.0
8596,War Tech Fighters,27th Jun 2019,£15.99,7.06
8597,War Theatre,11th Apr 2019,£8.09,7.0
8598,War Titans,29th Oct 2020,£13.49,0.0
8599,War Truck Simulator,19th Jan 2021,£7.19,6.67
8600,War-Torn Dreams,30th Apr 2020,£6.29,0.0
8601,Warborn,12th Jun 2020,£19.99,7.16
8602,Warface,18th Feb 2020,£0.00,3.33
8603,Warframe,20th Nov 2018,£0.00,8.59
8604,Wargroove,1st Feb 2019,£15.99,8.79
8605,"Warhammer 40,000: Mechanicus",17th Jul 2020,£34.99,7.1
8606,"Warhammer 40,000: Shootas, Blood & Teef",20th Oct 2022,£16.49,7.2
8607,"Warhammer 40,000: Space Wolf",23rd Jan 2020,£16.19,5.75
8608,Warhammer Age of Sigmar: Champions,16th Apr 2019,£0.00,7.25
8609,Warhammer Age of Sigmar: Storm Ground,27th May 2021,£17.99,6.67
8610,Warhammer Quest,5th Feb 2019,£19.99,3.33
8611,Warhammer Quest 2: The End Times,23rd Dec 2019,£27.99,6.83
8612,WarioWare: Get It Together!,10th Sep 2021,£39.99,7.99
8613,Warlock's Tower,31st May 2019,£4.99,7.7
8614,Warlocks 2: God Slayers,7th Jun 2019,£15.99,6.5
8615,Warp 7,9th Jan 2023,£9.00,0.0
8616,Warp Drive,30th Nov 2022,£22.49,6.67
8617,Warp Frontier,28th Sep 2021,£12.89,6.67
8618,Warp Shift,27th Mar 2018,£8.99,7.25
8619,Warparty,28th Mar 2019,£8.99,5.2
8620,Warpips,12th Oct 2022,£17.99,3.33
8621,Warplanes: WW1 Sky Aces,11th Dec 2020,£8.99,6.1
8622,Warplanes: WW2 Dogfight,21st Feb 2019,£8.99,6.63
8623,WarriOrb,8th Oct 2020,£11.69,6.1
8624,Warriors Orochi 4,19th Oct 2018,£54.99,6.43
8625,Warsaw,1st Oct 2020,£17.99,7.15
8626,Warshmallows,6th Jan 2022,£6.99,6.37
8627,Wartile,19th Nov 2020,£17.99,7.5
8628,Wasteland 2: Director's Cut,13th Sep 2018,£23.99,7.3
8629,Watch Over Christmas,24th Nov 2022,£15.29,6.67
8630,Watcher Chronicles,28th Apr 2022,£19.99,6.67
8631,Water Balloon Mania,15th May 2020,£4.49,0.0
8632,Watermelon Blocks,6th Jan 2022,£3.59,3.33
8633,Watermelon Party,31st May 2019,£3.99,3.33
8634,Wave Break,11th Jun 2021,£16.50,6.22
8635,Wavecade,1st Aug 2022,£5.89,0.0
8636,Waves Running Simulator,6th Apr 2023,£1.99,0.0
8637,Wavetale,12th Dec 2022,£24.99,7.31
8638,Wax Museum,18th Nov 2021,£4.49,3.33
8639,Way of the Passive Fist,11th Apr 2019,£11.99,7.67
8640,Wayout,11th Jul 2019,£2.69,3.33
8641,Wayward Strand,15th Sep 2022,£17.99,8.2
8642,WBSC eBaseball: Power Pros,8th Feb 2023,£0.79,6.67
8643,We are doomed,13th Aug 2020,£6.99,7.0
8644,We Are OFK,18th Aug 2022,£17.99,7.27
8645,We Know the Devil,30th Jul 2021,£6.66,0.0
8646,We should talk.,16th Jul 2020,£5.59,6.3
8647,We. The Revolution,25th Jun 2019,£17.99,7.5
8648,WeakWood Throne,11th Sep 2020,£4.49,3.83
8649,Weapon of Choice DX,2nd Sep 2021,£5.39,6.98
8650,Weaving Tides,27th May 2021,£22.49,6.67
8651,Webbed,1st Feb 2022,£16.99,0.0
8652,Webgeon Speedrun Edition,18th Aug 2022,£4.49,0.0
8653,Weedcraft Inc,3rd Nov 2022,£22.49,3.33
8654,Welcome to Elk,9th Feb 2022,£11.99,8.7
8655,Welcome to Hanwell,9th Aug 2019,£12.49,0.0
8656,Welcome to Primrose Lake,7th Mar 2020,£6.99,0.0
8657,Wenjia,26th Mar 2020,£6.29,6.67
8658,Werewolf Pinball,20th Jul 2018,£2.69,3.33
8659,Werewolf: The Apocalypse - Heart of the Forest,7th Jan 2021,£13.49,7.4
8660,West of Dead,26th Aug 2020,£17.99,7.9
8661,West of Loathing,31st May 2018,£11.00,8.45
8662,West Water,28th Apr 2022,£8.99,0.0
8663,Western 1849 Reloaded,29th Aug 2018,£6.29,6.67
8664,Whack first! - Fight the moles,28th Jul 2022,£3.59,0.0
8665,What Comes After,1st Apr 2021,£5.99,7.56
8666,What Lies in the Multiverse,4th Mar 2022,£13.49,8.35
8667,What Remains of Edith Finch,4th Jul 2019,£17.99,8.5
8668,What the Dub?!,8th Apr 2021,£5.99,7.84
8669,What the Fork,5th Nov 2020,£13.99,3.33
8670,What the Golf?,21st May 2020,£17.99,8.37
8671,What The Zombies?!,1st Oct 2021,£3.29,0.0
8672,Wheel of Fortune,24th Mar 2020,£15.99,0.0
8673,Wheels of Aurelia,2nd Nov 2017,£8.99,4.54
8674,When Ski Lifts Go Wrong,23rd Jan 2019,£14.99,7.83
8675,When the Past was Around,15th Dec 2020,£7.09,8.56
8676,Where Angels Cry,23rd Apr 2020,£8.99,3.33
8677,Where Angels Cry: Tears of the Fallen,16th Jan 2020,£8.99,4.67
8678,Where Are My Friends?,25th Apr 2018,£5.39,4.7
8679,Where Cards Fall,4th Nov 2021,£15.49,7.67
8680,Where the Bees Make Honey,17th Oct 2019,£7.99,4.46
8681,Where the Water Tastes Like Wine,29th Nov 2019,£17.99,6.0
8682,Where’s Samantha?,19th Aug 2021,£7.49,6.9
8683,while True: learn(),16th Apr 2020,£12.99,0.0
8684,Whipseey and the Lost Atlas,28th Aug 2019,£4.99,5.48
8685,Whiskey Mafia: Frank's Story,13th Aug 2021,£5.39,0.0
8686,Whiskey Mafia: Leo's Family,19th Nov 2021,£4.49,0.0
8687,Whisper Trip,28th Apr 2022,£4.49,0.0
8688,Whispering Willows,27th Sep 2018,£7.99,5.63
8689,White Day: A Labyrinth Named School,8th Sep 2022,£24.99,7.07
8690,White Girl,2nd Sep 2021,£6.79,0.0
8691,White Night,17th May 2018,£13.49,6.67
8692,Who is Zombie,24th Feb 2022,£7.19,0.0
8693,Who Pressed Mute on Uncle Marcus?,18th Mar 2022,£9.99,6.67
